Departamento,Municipio,Puesto,Direccion
ANTIOQUIA,APARTADO,I.E. JOSE JOAQUIN VELEZ 04COMUNA,CARRERA 103 No 106-25
ANTIOQUIA,APARTADO,I.E JOSE CELESTINO MUTIS 04COMUNA,CLL 108 No 108 - 82 BARRIO LAURELES
ANTIOQUIA,APARTADO,SENA REGIONAL APARTADO 04COMUNA,KM. 1 SALIDA TURBO APARTADO
ANTIOQUIA,APARTADO,I.E.R CHURIDO PUEBLO 05CORREGIMIENTO,CGTO CHURIDO
ANTIOQUIA,APARTADO,I.E.R PUERTO GIRON 06CORREGIMIENTO,CGTO PUERTO GIRON
ANTIOQUIA,APARTADO,I.E.R. BARTOLOME CATAÑO VALLEJO 07CORR,CGTO SAN JOSE DE APARTADO
ANTIOQUIA,APARTADO,I.E.R. EL REPOSO 08CORREGIMIENTO,CGTO EL REPOSO
ANTIOQUIA,ARBOLETES,I.E. MIGUEL VICENTE GARRIDO,CARRERA 30 N 25-61
ANTIOQUIA,ARBOLETES,C.E.R BUENOS AIRES 01CORREGIMIENTO,CORREGIMIENTO BUENOS AIRES
ANTIOQUIA,ARBOLETES,C.E.R EL CARMELO 02CORREGIMIENTO,CORREGIMIENTO EL CARMELO
ANTIOQUIA,ARBOLETES,I.E SANTA FE DE LAS PLATAS 03CORREGIMIENTO,CORREGIMIENTO SANTAFE DE LAS PLATAS
ANTIOQUIA,ARBOLETES,I.E LAS NARANJITAS 04CORREGIMIENTO,CORREGIMIENTO LAS NARANJITAS
ANTIOQUIA,ARBOLETES,I.E GUADUAL 05CORREGIMIENTO,CORREGIMIENTO GUADUAL
ANTIOQUIA,ARBOLETES,I.E LA CANDELARIA 06CORREGIMIENTO,CORREGIMIENTO LA CANDELARIA
ANTIOQUIA,ARBOLETES,I.E LA TRINIDAD 07CORREGIMIENTO,CORREGIMIENTO LA TRINIDAD
ANTIOQUIA,ARBOLETES,I.E PAJILLAL,CORREGIMIENTO PAJILLAL
ANTIOQUIA,ARGELIA,I.E. SANTA TERESA,CALLE 31 No. 26-78
ANTIOQUIA,ARGELIA,SD EL PITAL I.E. PBRO MARIO ANGEL,VRDA. EL PITAL
ANTIOQUIA,ARGELIA,SD EL ROSARIO I.E STA. TERESA,VRDA. EL ROSARIO
ANTIOQUIA,ARGELIA,SD GUADUALITO I.E. STA TERESA,VRDA. GUADUALITO
ANTIOQUIA,ARGELIA,SD BUENOS AIRES I.E. STA TERESA,VRDA. BUENOS AIRES
ANTIOQUIA,ARGELIA,SD MESONES I.E STA TERESA,VRDA MESONES
ANTIOQUIA,ARGELIA,SD SAN AGUSTIN I.E. PBRO MARIO ANGEL,VRDA. SAN AGUSTIN
ANTIOQUIA,ARMENIA,I.E ROSA MESA DE MEJIA,CALLE 10 No. 7-30 I.E. ROSA MESA DE MEJIA
ANTIOQUIA,ARMENIA,SD LA HERRADURA I.E ROSA MESA DE MEJIA,CORREGIMIENTO LA HERRADURA
ANTIOQUIA,BARBOSA,I.E. MANUEL JOSE CAICEDO,CL. 16 CR. 8 - 2 INT. 110
ANTIOQUIA,BARBOSA,IE LUIS EDUARDO ARIAS,Cll. 15 #08-103
ANTIOQUIA,BARBOSA,CENTRO DE EDUCACION SUPERIOR,CRA 14 No 15-32
ANTIOQUIA,BARBOSA,UNIDAD DEPORTIVA LOS BUCAROS,CLL 20 No 19-24
ANTIOQUIA,BARBOSA,I.E.R. EL HATILLO 01CORREGIMIENTO,CORREGIMIENTO EL HATILLO
ANTIOQUIA,BELMIRA,IE PRESBITERO RICARDO LUIS GUTIERREZ T.,CRA 21 No 15 - 71
ANTIOQUIA,BELMIRA,I.E.R. LABORES,CORREGIMIENTO LABORES
ANTIOQUIA,BELMIRA,I.E.R. CARLOS GONZALEZ.,VEREDA ZANCUDITO
ANTIOQUIA,BELMIRA,C.E.R. QUEBRADITAS.,VEREDA QUEBRADITAS
ANTIOQUIA,BELLO,MEGACOLEGIO I.E. BARRIO PARIS,CRA 78 No 20D-85
ANTIOQUIA,BELLO,SD PRINCIPAL I.E. ALBERTO DIAZ MUÑOZ,CL 20 F 78 A 07
ANTIOQUIA,BELLO,SD PRADERA I.E ALBERTO DIAZ MUÑOZ,KR 75 No 20D-23
ANTIOQUIA,BELLO,IE BARRIO PARIS,CARRERA 76 No 20F-59
ANTIOQUIA,BELLO,I.E. SAN JUDAS BARRIO PARIS,CRA 75 # 21-60
ANTIOQUIA,BELLO,CENTRO EDUCAT RAQUEL JARAMILLO,CL 21 A 66 43
ANTIOQUIA,BELLO,I.E. ATANASIO GIRARDOT,CL 24 A NO 59 A 114
ANTIOQUIA,BELLO,COLEGIO SAN BUENAVENTURA,CRA 51A 23-83
ANTIOQUIA,BELLO,COLEGIO BETHLEMITAS,CL 24A NRO 51-52
ANTIOQUIA,BELLO,SD AVENIDAS LICEO ANTIOQUEÑO,CR 56 NRO 32-08
ANTIOQUIA,BELLO,IE SUAREZ DE LA PRESENTACION,CRA 55 No 35-41
ANTIOQUIA,BELLO,SD SERRAMONTE LICEO ANTIOQUEÑO,CR 59BB NRO 40A-24
ANTIOQUIA,BELLO,COLEGIO LA SALLE,CL 45 57 44
ANTIOQUIA,BELLO,I.E. TOMAS CADAVID RESTREPO,CALLE 55 No 38-170
ANTIOQUIA,BELLO,I.E MARCO FIDEL SUAREZ SEDE NAZARETH,CALLE 51 # 58-55
ANTIOQUIA,BELLO,I.E DIVINA EUCARISTIA,CRA 53 NRO 51-28
ANTIOQUIA,BELLO,INST. UNIVERSITARIA MARCO FIDEL SUAREZ,CLL 48 No 50-30
ANTIOQUIA,BELLO,IE SAGRADO CORAZON,CALLE 47 No 48-38
ANTIOQUIA,BELLO,COL JESUS DE LA BUENA ESPERANZ,CL 49 47 - 10 BARRIO MANCHESTER
ANTIOQUIA,BELLO,I.E. SANTA CATALINA,CL 56 46 14
ANTIOQUIA,BELLO,I.E. LA MILAGROSA,CL 62 A 54-51
ANTIOQUIA,BELLO,I.E CARLOS PEREZ SEDE ROSALIA,CLL 53 A NO 57 A 34
ANTIOQUIA,BELLO,COLEGIO CARMELITANO,CL 57 NRO 62 - 34
ANTIOQUIA,BELLO,COLEGIO MANO AMIGA,CARRERA 66 No 59A 80 EL TRAPICHE
ANTIOQUIA,BELLO,SECC VILLA LINDA IE ANTONIO MARIA BEDOYA,CLL 83 B # 67-21
ANTIOQUIA,BELLO,TIERRA ADENTRO I.E. ANTONIO MARIA BEDOYA,CR 69 NRO 77 -220
ANTIOQUIA,BELLO,IE VILLA DEL SOL SEC 1,CALLE 72A No 63A-50
ANTIOQUIA,BELLO,I.E. GILBERTO ECHEVERRI MEJIA 07COMUNA,CL 68 49A 41 BR MIRADOR
ANTIOQUIA,BELLO,IE JOSEFA CAMPOS 07COMUNA,DIAGONAL 65 No 45BB-137
ANTIOQUIA,BELLO,COL NUESTRA SEÑORA DE CHIQUINQ,DG 61 NO 42-78
ANTIOQUIA,BELLO,I.E FE Y ALEGRIA NUEVA GENERAC,AV 38 61 02
ANTIOQUIA,BELLO,BETSABE ESPINAL,AV 33 NRO 59 33 BR TERRANOVA
ANTIOQUIA,BELLO,I.E. CONCEJO DE BELLO,DIAG 56 45 42
ANTIOQUIA,BELLO,COLEGIO ANA MARIA JANER,DIG 53 NRO 43-81
ANTIOQUIA,BELLO,I.E. NAVARRA 09COMUNA,DIAG 57 #20 - 46
ANTIOQUIA,BELLO,SD EL TREBOL I.E. NAVARRA 09COMUNA,AV. 20 No 54-180 INT 110
ANTIOQUIA,BELLO,I.E SAN GABRIEL ARCANGEL 09COMUNA,AV 14 B # 53B - 111
ANTIOQUIA,BELLO,I.E. LAS VEGAS 10COMUNA,DIAG 45 #35 -85
ANTIOQUIA,BELLO,I.E FONTIDUEÑO JAIME ARANGO R 10COMUNA,DIAG 44 #32 -84
ANTIOQUIA,BELLO,SEC PRIMARIA IE FONTIDUEÑO JAIME ARANGO 10COMUNA,AVENIDA 31 # 43 - 105
ANTIOQUIA,BELLO,IE ZAMORA CENTENARIO,CALLE 21 CC No 41C-42
ANTIOQUIA,BELLO,I.E FEDERICO SIERRA ARANGO,CR 43B #20E -40
ANTIOQUIA,BELLO,SD 2 I.E. LA GABRIELA,CALLE 31 NRO 43B-38
ANTIOQUIA,BELLO,I.E. SAN FELIX,KILOMETRO 22 VIA MEDELLIN SAN PEDRO
ANTIOQUIA,BELLO,I.E LA UNION SAN FELIX,KILOMETRO 16 VIA BELLO SAN FELIX VEREDA LA UNION
ANTIOQUIA,BELLO,SD JOSE MARIA GRIJELMO FE Y ALEGRIA,KM 7 ANTIGUA VIA GUARNE BARRIO EL PINAR
ANTIOQUIA,BETANIA,I.E. PERLA DEL CITARA,CALLE 20 N 16 -56
ANTIOQUIA,BETANIA,I.E. LA LIBIA,CORREGIMIENTO LA LIBIA
ANTIOQUIA,BETULIA,COLISEO IVAN ARANGO ARCILA,CRA 20 No 22-32
ANTIOQUIA,BETULIA,E.U. FRANCISCO CESAR,SECTOR SANTA TERESA CGTO ALTAMIRA
ANTIOQUIA,BETULIA,CER LEONOR ANGEL VANEGAS,CORREGMIENTO CANGREJO
ANTIOQUIA,BETULIA,CER LA GUAMALA,CORREGIMIENTO LUCIANO RESTREPO
ANTIOQUIA,BETULIA,CASETA COMUNAL,VDA EL YERBAL
ANTIOQUIA,BOLIVAR,I. E SAN JOSE DEL CITARA,KRA 47B No. 46 A -139
ANTIOQUIA,BOLIVAR,COLISEO CUBIERTO,CL 49 # 43 - 80
ANTIOQUIA,BOLIVAR,I.E JOSE MARIA HERRAN,KR 72 # 50-23 BL DOS
ANTIOQUIA,BOLIVAR,I.E.MARIA AUXILIADORA,CL 48 # 54 - 43 BL DOS
ANTIOQUIA,BOLIVAR,I. E. JUAN TAMAYO,CORREGIMIENTO ALFONSO LOPEZ
ANTIOQUIA,BOLIVAR,I. E. FARALLONES DEL CITARA,CORREGIMIENTO FARALLONES
ANTIOQUIA,BOLIVAR,I.E PAULINA PUERTA,CORREGIMEINTO LA LINDA EL TRES
ANTIOQUIA,BURITICA,I.E. SANTA GEMA,CLL 4 # 4-39 I.E.SANTA GEMA
ANTIOQUIA,BURITICA,I.E.R. URARCO,CORREGIMIENTO LLANOS DE URARCO
ANTIOQUIA,BURITICA,INSPECCION DE POLICIA,CORREGIMIENTO EL NARANJO
ANTIOQUIA,BURITICA,I.E.R. GUARCO,CORREGIMIENTO GUARCO
ANTIOQUIA,BURITICA,I.E.R. ADOLFO MORENO USUGA,CORREGIMIENTO TABACAL
ANTIOQUIA,BURITICA,CASETA COMUNAL,CORREGIMIENTO LA ANGELINA
ANTIOQUIA,BRICEÑO,I.E. ANTONIO ROLDAN BETANCUR,CRA. 7 No. 10-42
ANTIOQUIA,BRICEÑO,C.E.R. BUENAVISTA,VEREDA BUENAVISTA
ANTIOQUIA,BRICEÑO,C.E.R. PESCADO CAPITAN,CORREGIMIENTO DE BERLIN
ANTIOQUIA,BRICEÑO,C.E.R. CHORRILLOS,CORREGIMIENTO DE CHORRILLOS
ANTIOQUIA,BRICEÑO,C.E.R.VEREDA EL ANIME,VEREDA EL ANIME
ANTIOQUIA,BRICEÑO,C.E.R. EL ROBLAL,VEREDA EL ROBLAL
ANTIOQUIA,BRICEÑO,C.E.R. CHIRI,VEREDA CHIRI
ANTIOQUIA,BRICEÑO,C.E. LAS CRUCES,CORREGIMIENTO LAS AURAS
ANTIOQUIA,BRICEÑO,C.E.R. MORAVIA,VEREDA MORAVIA
ANTIOQUIA,CACERES,IE MONSEÑOR GERARDO PATIÑO,CL 49 # 49-49
ANTIOQUIA,CACERES,I.E. COL. GUARUMO,CORREGIMIENTO GUARUMO
ANTIOQUIA,CACERES,C.E.R EL TIGRE,VEREDA EL TIGRE
ANTIOQUIA,CACERES,SEDE SAN PABLO - C.E.R. EL TIGRE,VEREDA SAN PABLO
ANTIOQUIA,CACERES,I.E. GASPAR DE RODAS JARDIN SEDE 2,CORREGIMIENTO JARDIN
ANTIOQUIA,CACERES,I.E. ESC. MANIZALEZ,CORREGIMIENTO MANIZALEZ
ANTIOQUIA,CACERES,IE AURELIO MEJIA PTO BELGICA,CORREGIMIENTO PTO BELGICA
ANTIOQUIA,CACERES,I.E. ESC. PIAMONTE,CORREGIMIENTO PIAMONTE
ANTIOQUIA,CAICEDO,SD PRINCIPAL I.E. SAN JUAN BOSCO,CRA 4 No 2-54
ANTIOQUIA,CAICEDO,COLISEO CUBIERTO,KM 15 VEREDA SALAZAR
ANTIOQUIA,CALDAS,COLEGIO CAMPESTRE MONTEALEGRE,CRA 50 N 108 SUR 151
ANTIOQUIA,CALDAS,C.D.I. TRES AGUAS,CRA 49 N 125 SUR 72
ANTIOQUIA,CALDAS,I.E JOSE MARIA BERNAL,CL 127 SUR No 54-51
ANTIOQUIA,CALDAS,I.E JORGE VALENCIA,CL 128 SUR N 59 - 12
ANTIOQUIA,CALDAS,CENTRO ARTISTICO Y CULTURAL,CLL 129 SUR No 48-70
ANTIOQUIA,CALDAS,CENTRO INTEGRACION CIUDADANA,CRA 42 No 127 SUR - 26
ANTIOQUIA,CALDAS,I.E. SANTA INES,CRA 47 No 136SUR-19
ANTIOQUIA,CALDAS,I.E. FEDERICO ANGEL,KR 49 # 139SUR - 31
ANTIOQUIA,CALDAS,PARQUE HABITAT DEL SUR,CALLE 142A SUR No. 50 - 15
ANTIOQUIA,CALDAS,I.E.R. DARIO GUTIERREZ RAVE,CL 155 SUR N 52 07
ANTIOQUIA,CAMPAMENTO,COLISEO MUNICIPAL DE CAMPAMENTO,CALLE 11 20-36
ANTIOQUIA,CAMPAMENTO,ESCUELA LA CHIQUITA,VEREDA LA CHIQUITA
ANTIOQUIA,CAMPAMENTO,ESCUELA NORIZAL,VEREDA NORIZAL
ANTIOQUIA,CAÑASGORDAS,IE NICOLAS GAVIRIA SD ESC URBANA CAÑASGO,Cra 30 N° 24-25
ANTIOQUIA,CAÑASGORDAS,I.E.R. BERNARDO SIERRA,CORREGIMIENTO CESTILLAL
ANTIOQUIA,CAÑASGORDAS,I.E.R. JUNTAS DE URAMITA,CORREGIMIENTO JUNTAS DE URAMITA
ANTIOQUIA,CAÑASGORDAS,C.E LA HERRADURA,CORREGIMIENTO LA BALSA
ANTIOQUIA,CAÑASGORDAS,I.E.R. SAN PASCUAL,CORREGIMIENTO SAN PASCUAL
ANTIOQUIA,CARACOLI,I.E. GABRIEL CORREA VELEZ,CALLE 22 N. 21B-10
ANTIOQUIA,CARACOLI,C.E.R. HELOINA BEDOYA,VEREDA CASCARON
ANTIOQUIA,CARACOLI,C.E.R. EL BAGRE,VEREDA EL BAGRE
ANTIOQUIA,CARACOLI,C.E.R. GABRIEL HENAO JARAMILLO,VEREDA LA CORTADA
ANTIOQUIA,CARAMANTA,I.E JUAN PABLO GOMEZ OCHOA,CARRERA 19 LETICIA No. 18-48
ANTIOQUIA,CARAMANTA,I.E.R ALEGRIAS,CORREGIMIENTO ALEGRIAS
ANTIOQUIA,CARAMANTA,C.E.R MARGARITA MARIA,CORREGIMIENTO BARRO BLANCO
ANTIOQUIA,CARAMANTA,C.E.R JUAN DE LA CRUZ VALENCIA,CORREGIMIENTO SUCRE
ANTIOQUIA,CAREPA,INST. EDUC. JOSE MARIA MUÑOZ,CLL.81 #77-20 BR. PUEBLO NUEVO
ANTIOQUIA,CAREPA,CREM CENTRO DE RECURSOS EDUCATIVOS,Cra. 81 No.81-20 Barrio Los Pinos
ANTIOQUIA,CAREPA,I.E. COLOMBIA Sede OBRERO,Cra. 65b Nro. 80b -51
ANTIOQUIA,CAREPA,PLACA POLIDEPORTIVA SAN MARINO,CALLE 76 NRO 65 10 BARRIO SAN MARINO
ANTIOQUIA,CAREPA,IE LA CADENA,CRA 56A No 80-309 B. LA CADENA
ANTIOQUIA,CAREPA,PLACA POLIDEPORTIVA EL OASIS,CRA 73 No 62B - 16
ANTIOQUIA,CAREPA,I.E. LUIS CARLOS GALAN SEDE MEGA COLEGIO,Cll 80 Nro 67A-05
ANTIOQUIA,CAREPA,C.E.R. VIJAGUAL,VEREDA CASA VERDE
ANTIOQUIA,CAREPA,I.E.R. VILLA NELLY,CORREGIMIENTO EL SILENCIO - SECTOR EL ENCANTO
ANTIOQUIA,CAREPA,I.E. PIEDRAS BLANCAS,CORREGIMIENTO PIEDRAS BLANCAS
ANTIOQUIA,CAREPA,I.E. ZUNGO EMBARCADERO,CORREGIMIENTO ZUNGO EMBARCADERO
ANTIOQUIA,CARMEN DE VIBORAL,I. E. FRAY JULIO TOBON SEDE C,CARRERA 29 NRO 35 26
ANTIOQUIA,CARMEN DE VIBORAL,I. E. T. I. JORGE ELIECER GAITAN,CARRERA 31 NRO 37 02
ANTIOQUIA,CARMEN DE VIBORAL,POLIDEPORTIVO MUNICIPAL,CRA 29 No 28A-27
ANTIOQUIA,CARMEN DE VIBORAL,CASA DE LA CULTURA,CARRERA 30 NRO 27 66
ANTIOQUIA,CARMEN DE VIBORAL,IE EL PROGRESO,CRA 33 No 15-30
ANTIOQUIA,CARMEN DE VIBORAL,PARQUE EDUCATIVO,CARRERA 32 NRO 18 73
ANTIOQUIA,CARMEN DE VIBORAL,PUESTO DE SALUD LA ESPERANZA 01CORREGIMIENTO,CORREGIMIENTO LA ESPERANZA
ANTIOQUIA,CARMEN DE VIBORAL,C.E.R. ALTO GRANDE 02CORREGIMIENTO,CORREGIMIENTO ALTO GRANDE
ANTIOQUIA,CARMEN DE VIBORAL,I.E.R. CAMPESTRE NUEVO HORIZONTE 03CORREGIMIENTO,CORREGIMIENTO LA CHAPA
ANTIOQUIA,CARMEN DE VIBORAL,C.E.R. EL PORVENIR 04CORREGIMIENTO,CORREGIMIENTO SANTA RITA
ANTIOQUIA,CARMEN DE VIBORAL,C.E.R.SANTA INES 05CORREGIMIENTO,CORREGIMIENTO SANTA INES
ANTIOQUIA,CARMEN DE VIBORAL,C.E.R. LA MADERA 06CORREGIMIENTO,CORREGIMIENTO LA MADERA
ANTIOQUIA,CARMEN DE VIBORAL,I. E. R. SANTA MARIA 07CORREGIMIENTO,CORREGIMIENTO AGUAS CLARAS
ANTIOQUIA,CAROLINA,I.E. PRESBITERO JULIO TAMAYO C,CALLE 52 B Nº 52-159
ANTIOQUIA,CAUCASIA,I.E. SANTO DOMINGO,CRA 21 No 35-12
ANTIOQUIA,CAUCASIA,I.E. SANTO DOMINGO NUEVA SANTA H,CRA 21A CLL 28C
ANTIOQUIA,CAUCASIA,I.E. LICEO CAUCASIA STA HELENA,CLL 28 NO 25B-15
ANTIOQUIA,CAUCASIA,I.E. LICEO CAUCASIA,CRA 21 No 22-55
ANTIOQUIA,CAUCASIA,I.E. LICEO CONCEJO MUNICIPAL,CRA 20 CLL 21 AV PAJONAL
ANTIOQUIA,CAUCASIA,I.E. STA TERESITA LOMA FRESCA,CALLE 19 # 6-8
ANTIOQUIA,CAUCASIA,I.E. STA TERESITA CENTRO,CRA 3 No 19-44
ANTIOQUIA,CAUCASIA,I.E. ANTIOQUIA LA GRANDE,TRONCAL DE OCCIDENTE
ANTIOQUIA,CAUCASIA,I.E. LA MISERICORDIA SAN RAFAEL,CRA 9 ENTRE CL 17 Y 18
ANTIOQUIA,CAUCASIA,COL MIL EL TESORO DEL SABER,CRA 23B CLL 11A
ANTIOQUIA,CAUCASIA,I.E. LA MISERICORDIA PPAL,CRA 16 NO 12-51
ANTIOQUIA,CAUCASIA,I.E. MARCO FIDEL SUAREZ,CRA 12 # 12-63 BR. PUEBLO NUEVO
ANTIOQUIA,CAUCASIA,I.E. DIVINO NIÑO PRINCIPAL,CRA 1B # 8A-01
ANTIOQUIA,CAUCASIA,SD CARACOLI I.E. DIVINO NIÑO,CRA 3 NO 3-26
ANTIOQUIA,CAUCASIA,SD SAN JOSE I.E. DIVINO NIÑO,CRA 3A ENTRE CLL 9 Y 10 SUR BR
ANTIOQUIA,CAUCASIA,I.E. LAS MALVINAS,CLL 3 ENTRE CRA 5 Y 6
ANTIOQUIA,CAUCASIA,I.E. VILLA DEL SOCORRO,VEREDA VILLA DEL SOCORRO
ANTIOQUIA,CAUCASIA,I.E.R. CUTURU - SEDE CUTURU,CORREGIMIENTO DE CUTURU
ANTIOQUIA,CAUCASIA,CER NO HAY COMO DIOS - SEDE SANTA ELENA,CORREGIMIENTO EL PANDO
ANTIOQUIA,CAUCASIA,SD LA ILUSION C.E.R SANTA ELENA,CORREGIMIENTO LA ILUSION
ANTIOQUIA,CAUCASIA,I.E.R MARGENTO - SEDE MARGENTO,CORREGIMIENTO DE MARGENTO
ANTIOQUIA,CAUCASIA,SD RIVERAS DEL CAUCA CER SANTA ELENA,CORREGIMIENTO DE PALANCA
ANTIOQUIA,CAUCASIA,CER VILLA FATIMA - SEDE VEINTE DE JULIO,CORREGIMIENTO DE PUERTO COLOMBIA
ANTIOQUIA,CAUCASIA,CER RIVERAS DEL CAUCA - SANTIAGO CASTILL,CORREGIMIENTO DE PALOMAR
ANTIOQUIA,CAUCASIA,SD CACERI I.E.R. CACERI,CORREGIMIENTO DE PUERTO GLORIA
ANTIOQUIA,CAUCASIA,SD ALTO CACERI I.E.R. CACERI,CORREGIMIENTO DE PUERTO TRIANA
ANTIOQUIA,CAUCASIA,C.E.R SANTA ROSITA,CORREGIMIENTO DE SANTA ROSITA
ANTIOQUIA,CISNEROS,I.E CISNEROS SEDE LICEO,CALLE 19 N 13-26
ANTIOQUIA,COCORNA,I.E. COCORNA,CRA 23 CON CLL 23 No 23-27
ANTIOQUIA,COCORNA,C.E.R. AGUALINDA,VEREDA AGUALINDA
ANTIOQUIA,COCORNA,I.E. EVA TULIA QUINTERO DE TORO,VEREDA LA PIÑUELA
ANTIOQUIA,COCORNA,I.E.R. CRUCES,VEREDA CRUCES
ANTIOQUIA,COCORNA,C.E.R. LA FLORIDA,VEREDA LA FLORIDA
ANTIOQUIA,COCORNA,C.E.R. LA GRANJA,VEREDA LA GRANJA
ANTIOQUIA,COCORNA,C.E.R. LA PRIMAVERA,VEREDA LA PRIMAVERA
ANTIOQUIA,COCORNA,C.E.R. PAILANIA,VEREDA PAILANIA
ANTIOQUIA,CONCEPCION,I. E. PRESBITERO LIBARDO AGUIRRE,CALLE ANTONIO NARIÑO # 17-50
ANTIOQUIA,CONCORDIA,I.E DE JESUS,CARRERA 22 # 19-65
ANTIOQUIA,CONCORDIA,ESCUELA EL SOCORRO,CENTRO POBLADO EL SOCORRO
ANTIOQUIA,CONCORDIA,ESCUELA MORELIA,CENTRO POBLADO MORELIA
ANTIOQUIA,CONCORDIA,ESCUELA SAN JOSE DEL GOLPE,CENTRO POBLADO MORITOS
ANTIOQUIA,COPACABANA,IE GABRIELA MISTRAL,CARRERA 28 No 43-199
ANTIOQUIA,COPACABANA,IE PRESBITERO B. MONTOYA,CLL 50 No 34-07
ANTIOQUIA,COPACABANA,COL COOP JUAN DEL CORRAL,CARRERA 40 No 48-114
ANTIOQUIA,COPACABANA,IE VILLANUEVA,CARRERA 56 No 56-155
ANTIOQUIA,COPACABANA,I.E JOSE MIGUEL DE RESTREPO Y PUERTA,CARRERA 46B No 47A-29
ANTIOQUIA,COPACABANA,IE ASUNCION SECUNDARIA,CRA 49 No 48-19
ANTIOQUIA,COPACABANA,I.E SAN LUIS GONZAGA,CLL 50 No 62-78
ANTIOQUIA,COPACABANA,IE LA TRINIDAD,CLL 41 No 78C-32
ANTIOQUIA,COPACABANA,ESC. URB. LA MISERICORDIA,CLL 48 No 66A-15
ANTIOQUIA,COPACABANA,I.E. SAN RAFAEL,VEREDA ZARZAL AUTOPISTA NORTE
ANTIOQUIA,COPACABANA,SEDE MONTAÑUELA - I. E. SAN LUIS GONZAGA,VEREDA QUEBRADA ARRIBA - SECTOR MONTAÑUELA
ANTIOQUIA,CHIGORODO,INST.EDUCATIVA LOS ANDES,CL 97 # 105-27 ANTIGUO IDEM
ANTIOQUIA,CHIGORODO,I. E. GONZALO MEJIA,CALLE 96 No. 105-63
ANTIOQUIA,CHIGORODO,I.E. CHIGORODO,CALLE 94 No. 103-53 BARRIO KENEDDY
ANTIOQUIA,CHIGORODO,I. E. MARIA AUXILIADORA,CARRERA 111 No. 93-37
ANTIOQUIA,CHIGORODO,LICEO MUNICIPAL,CRA 99 # 84-35 BR. EL BOSQUE
ANTIOQUIA,CHIGORODO,IE JUAN EVANGELISTA B-BRISAS DE LA CAS,CARRERA 94 CALLE 84
ANTIOQUIA,CHIGORODO,INS. EDUC. BRISAS DEL RIO,CALLE 95 F NO. 92-13
ANTIOQUIA,CHIGORODO,COLEGIO DIOCESANO LAURA MONTOYA,Calle 83A 90 05
ANTIOQUIA,CHIGORODO,CASETA COMUNAL BARRANQUILLITA,CORREGIMIENTO BARRANQUILLITA
ANTIOQUIA,DABEIBA,ESC JUAN HENRIQUE WHITE,CLL VELEZ No 11-09
ANTIOQUIA,DABEIBA,CASETA COMUNAL CAMPARRUSIA,CORREGIMIENTO CAMPARRUSIA
ANTIOQUIA,DABEIBA,SD LLANO GRANDE I.E. MADRE LAURA MONTOYA,CORREGIMIENTO LLANO GRANDE LA NUEVA HABANA
ANTIOQUIA,DABEIBA,SD VALLESI I.E. MADRE LAURA MONTOYA,VEREDA VALLESI
ANTIOQUIA,DABEIBA,C.E.R. JOSEFA ROMERO,CORREGIMIENTO LAS CRUCES
ANTIOQUIA,DABEIBA,SEDE BOTON - I.E. JUAN H. WHITE,VEREDA EL BOTON
ANTIOQUIA,DABEIBA,I.E.R. URAMA SEDE PRIMARIA,CORREGIMIENTO SAN JOSE DE URAMA
ANTIOQUIA,DABEIBA,CASETA COMUNAL LA BALSITA,CORREGIMIENTO SAN JOSE DE URAMA
ANTIOQUIA,DABEIBA,SD TAPARALES IER INDIGENISTA LLANO GORDO,VEREDA SANTA TERESA
ANTIOQUIA,DON MATIAS,I.E DONMATIAS SEDE LUIS LOPEZ DE MESA,CRA 31 No 31-07
ANTIOQUIA,DON MATIAS,COL. ANTONIO JOSE CADAVID CHAV,CORREGIMIENTO BELLAVISTA
ANTIOQUIA,DON MATIAS,C.E.R. RIOGRANDE,VEREDA RIOGRANDE
ANTIOQUIA,EBEJICO,I.E.U. SAN JOSE,CLL 19 # 14-22 AV. LA REPUBLICA
ANTIOQUIA,EBEJICO,I. E. BOYACA 01CORREGIMIENTO,CORREGIMIENTO BRASIL
ANTIOQUIA,EBEJICO,I. E. R. SAN PIO X 05CORREGIMIENTO,CORREGIMIENTO EL ZARZAL
ANTIOQUIA,EBEJICO,ESC LA ARGENTINA 02CORREGIMIENTO,CORREGIMIENTO GUAYABAL
ANTIOQUIA,EBEJICO,I. E. LA CLARA 03CORREGIMIENTO,CORREGIMIENTO LA CLARA
ANTIOQUIA,EBEJICO,I.E.R PRESBITERO GABRIEL YEPES YEPES 04CORREGIMIENTO,CORREGIMIENTO SEVILLA
ANTIOQUIA,EL BAGRE,CTRO DE FORM. MINERO AMB. SD ROLDAN BL1,CLL 43 CRA 47
ANTIOQUIA,EL BAGRE,COLEGIO LA ESMERALDA,CR. 38 No. 69 B -75
ANTIOQUIA,EL BAGRE,ESCUELA PORTUGAL,"CR 20 # 32-46, BR PORTUGAL"
ANTIOQUIA,EL BAGRE,COLEGIO 20 DE JULIO,"CL. 38 # 38-14, BR VEINTE DE J"
ANTIOQUIA,EL BAGRE,ESCUELA RURAL PUERTO CLAVER,CORREGIMIENTO PUERTO CLAVER
ANTIOQUIA,EL BAGRE,COLEGIO RURAL PUERTO LOPEZ,CORREGIMIENTO PUERTO LOPEZ
ANTIOQUIA,ENTRERRIOS,I.E. ENTRERRIOS,CRA 14 No. 10-17 SECTOR LA PEDRERA
ANTIOQUIA,ENVIGADO,UNIVERSIDAD EIA. SEDE ZUÑIGA,CALLE 25 SUR No 42 - 73
